Time,Num,Latitude,Longitude,Diam
31-Jan-2000 03:00:00,3,64.5643564356436,0.757425742574258,426.435643564356
31-Jan-2000 06:00:00,3,65.4554455445545,4.32178217821782,515.544554455446
31-Jan-2000 09:00:00,3,64.766323024055,8.63573883161512,473.642611683849
31-Jan-2000 12:00:00,3,64.1477663230241,12.9656357388316,430.343642611684
31-Jan-2000 15:00:00,3,63.5292096219931,17.2955326460481,387.044673539519
08-Mar-2000 15:00:00,4,70.2091836734694,12.7908163265306,384.052044609665
08-Mar-2000 18:00:00,4,69.2908163265306,13.7091836734694,350.594795539033
08-Mar-2000 21:00:00,4,68.314126394052,13.314126394052,317.137546468401
09-Mar-2000 00:00:00,4,67.3104089219331,12.3104089219331,283.68029739777
09-Mar-2000 03:00:00,4,66.3066914498141,11.3066914498141,250.223048327138
09-Mar-2000 06:00:00,4,65.3029739776952,10.3029739776952,216.765799256506
04-Feb-2001 03:00:00,7,61.3013698630137,2.66438356164384,226.849315068493
04-Feb-2001 06:00:00,7,62,1.32142857142857,320
04-Feb-2001 09:00:00,7,62.5,0.370558375634518,372.46963562753
04-Feb-2001 12:00:00,7,62.5,-1.45685279187817,430.769230769231
04-Feb-2001 15:00:00,7,62.5,-3,475.882352941176
04-Feb-2001 18:00:00,7,62.5,-5.1875,470
05-Feb-2001 03:00:00,8,68.634328358209,8.48009950248756,460
05-Feb-2001 06:00:00,8,67.2910447761194,5.34577114427861,460
05-Feb-2001 09:00:00,8,66.3121827411168,3.03045685279188,437.46192893401
05-Feb-2001 12:00:00,8,65.8553299492386,1.88832487309645,382.639593908629
05-Feb-2001 15:00:00,8,65.3,1,352
05-Feb-2001 18:00:00,8,64.8771048744461,0.5,369.054652880355
05-Feb-2001 21:00:00,8,64.5314623338257,0.5,366.395864106352
06-Feb-2001 00:00:00,8,64.1858197932053,0.5,363.737075332349
06-Feb-2001 03:00:00,8,63.8401772525849,0.5,361.078286558346
06-Feb-2001 06:00:00,8,63.44,1,392.4
06-Feb-2001 09:00:00,8,63,2.36,464.4
04-Nov-2001 03:00:00,15,71.427345844504,2.17426273458445,313.941018766756
04-Nov-2001 06:00:00,15,70.5587131367292,1.93297587131367,294.638069705094
04-Nov-2001 09:00:00,15,69.6900804289544,1.6916890080429,275.335120643432
04-Nov-2001 12:00:00,15,68.815,1.5,271.1
04-Nov-2001 15:00:00,15,67.9481132075472,1.22405660377358,323.11320754717
04-Nov-2001 18:00:00,15,67.2883141762452,1.16283524904215,364.655172413793
04-Nov-2001 21:00:00,15,66.8400383141762,1.50766283524904,395.689655172414
05-Nov-2001 00:00:00,15,66.3917624521073,1.85249042145594,426.724137931035
05-Nov-2001 03:00:00,15,65.69,2,420.2
05-Nov-2001 06:00:00,15,65.2,2,422.477064220183
05-Nov-2001 09:00:00,15,65.2,2,405.963302752294
12-Nov-2001 00:00:00,17,71.4237623762376,1.96039603960396,268.811881188119
12-Nov-2001 03:00:00,17,69.2851485148515,5.52475247524753,375.742574257426
12-Nov-2001 06:00:00,17,67.7533333333333,6,400.986666666667
12-Nov-2001 09:00:00,17,66.5533333333333,6,405.786666666667
12-Nov-2001 12:00:00,17,65.2821782178218,6.21782178217822,412.178217821782
12-Nov-2001 15:00:00,17,63.5380952380952,7,371.904761904762
12-Nov-2001 18:00:00,17,62.6851851851852,7.81481481481481,370
23-Jan-2002 09:00:00,25,70.372,9.035,250
23-Jan-2002 12:00:00,25,69.652,9.935,250
23-Jan-2002 15:00:00,25,69.0651245551601,10,250
23-Jan-2002 18:00:00,25,68.4213333333333,10.1466666666667,250
23-Jan-2002 21:00:00,25,67.6613333333333,10.5466666666667,250
24-Jan-2002 00:00:00,25,66.9013333333333,10.9466666666667,250
24-Jan-2002 03:00:00,25,66.1413333333333,11.3466666666667,250
23-Jan-2002 00:00:00,27,66.8373702422145,5.81314878892733,208.896103896104
23-Jan-2002 03:00:00,27,66.6505190311419,6.74740484429066,220.584415584416
23-Jan-2002 06:00:00,27,66.4431818181818,7.5,232.272727272727
23-Jan-2002 09:00:00,27,66.150974025974,7.5,243.961038961039
23-Jan-2002 12:00:00,27,65.565,8.37,258.7
23-Jan-2002 15:00:00,27,64.665,10.17,276.7
24-Jan-2002 00:00:00,29,73.792700729927,13.0857664233577,227.554744525547
24-Jan-2002 03:00:00,29,73.6613138686131,10.1295620437956,273.540145985401
24-Jan-2002 06:00:00,29,73.5299270072993,7.17335766423358,319.525547445255
24-Jan-2002 09:00:00,29,72.8504672897196,4.1183800623053,338.660436137072
24-Jan-2002 12:00:00,29,72.0093457943925,1.03426791277259,349.8753894081
24-Jan-2002 15:00:00,29,70.6716417910448,0.136567164179104,403.134328358209
24-Jan-2002 18:00:00,29,69.5229681978799,0.0657243816254417,415.689045936396
24-Jan-2002 21:00:00,29,68.5689045936396,0.797173144876325,387.067137809187
25-Jan-2002 00:00:00,29,67.6148409893993,1.52862190812721,358.445229681979
25-Jan-2002 03:00:00,29,66.6831683168317,2.31683168316832,359.009900990099
25-Jan-2002 06:00:00,29,65,5.70491803278689,391.147540983607
25-Jan-2002 09:00:00,29,64.7081081081081,7.94594594594595,479.672131147541
25-Jan-2002 12:00:00,29,64.3837837837838,10.1081081081081,568.196721311475
24-Jan-2002 00:00:00,30,69.2609489051095,11.2682481751825,240.729927007299
24-Jan-2002 03:00:00,30,69.4580291970803,11.5967153284672,253.868613138686
24-Jan-2002 06:00:00,30,69.6551094890511,11.9251824817518,267.007299270073
24-Jan-2002 09:00:00,30,69.8299065420561,12.2165109034268,274.330218068536
