SYNOP;CLOUD_T;Num;Year;Month;Day;Hour;Longitude;Latitude;Diam
4;1;100;2011;12;27;14;10.706;71.481;120.532
4;1;100;2011;12;27;15;10.771;71.254;137.038
4;1;100;2011;12;27;16;10.833;71.167;121.980
4;1;100;2011;12;27;17;11.692;70.875;172.895
4;1;100;2011;12;27;18;12.141;70.873;156.005
4;1;100;2011;12;27;19;12.814;70.486;146.281
4;1;100;2011;12;27;20;13.393;70.533;169.822
4;1;100;2011;12;27;21;14.232;70.323;125.937
4;1;100;2011;12;27;22;15.193;70.014;164.950
4;1;100;2011;12;27;23;15.021;69.933;143.788
2;1;101;2012;02;22;01;18.617;74.274;263.442
2;1;101;2012;02;22;02;19.324;74.225;272.192
2;1;101;2012;02;22;03;19.833;74.304;175.239
2;1;101;2012;02;22;04;20.916;74.033;237.721
2;1;101;2012;02;22;05;20.888;73.420;173.623
2;1;101;2012;02;22;06;22.325;73.568;247.445
2;1;101;2012;02;22;07;23.944;74.043;406.734
2;1;101;2012;02;22;08;24.494;73.931;376.737
2;1;101;2012;02;22;09;27.430;73.757;454.160
2;1;101;2012;02;22;10;27.004;73.937;454.814
2;1;101;2012;02;22;11;27.891;73.857;477.954
2;1;101;2012;02;22;12;28.214;74.113;500.301
2;1;101;2012;02;22;13;28.814;74.001;500.325
2;1;101;2012;02;22;14;29.655;74.133;558.896
2;1;101;2012;02;22;15;28.533;73.155;365.244
2;1;101;2012;02;22;16;30.292;73.366;389.308
1;1;102;2012;03;10;04;2.356;63.169;110.200
1;1;102;2012;03;10;05;4.358;62.975;115.760
1;1;102;2012;03;10;06;4.856;62.851;161.252
1;1;102;2012;03;10;07;2.355;60.975;272.752
1;1;102;2012;03;10;08;3.502;60.626;159.210
4;1;103;2012;03;17;13;-9.251;69.165;160.785
4;1;103;2012;03;17;14;-8.418;69.335;135.998
4;1;103;2012;03;17;15;-8.440;69.496;150.535
4;1;103;2012;03;17;16;-8.036;69.643;156.594
4;1;103;2012;03;17;17;-7.794;69.894;134.881
4;1;103;2012;03;17;18;-7.154;69.901;177.588
4;1;103;2012;03;17;19;-7.105;69.724;269.778
4;1;103;2012;03;17;20;-6.911;69.743;250.670
4;1;103;2012;03;17;21;-6.796;69.916;280.980
4;1;103;2012;03;17;22;-6.191;69.957;204.749
4;1;103;2012;03;17;23;-6.445;70.119;220.325
4;1;103;2012;03;18;00;-7.318;69.939;199.278
4;1;103;2012;03;18;01;-7.818;70.013;170.140
4;1;103;2012;03;18;02;-5.809;69.555;156.883
4;1;103;2012;03;18;03;-9.464;69.792;170.973
4;1;103;2012;03;18;04;-9.806;69.642;163.248
4;1;103;2012;03;18;05;-9.503;69.417;175.991
4;1;103;2012;03;18;06;-9.055;69.043;215.000
4;1;103;2012;03;18;07;-9.313;68.708;218.546
4;1;103;2012;03;18;08;-9.390;68.437;201.419
4;1;103;2012;03;18;09;-7.822;67.789;291.224
4;1;103;2012;03;18;10;-8.701;67.367;264.339
6;1;104;2012;03;29;05;34.195;70.843;296.426
6;1;104;2012;03;29;06;34.792;70.629;274.137
6;1;104;2012;03;29;07;34.672;70.430;222.315
6;1;104;2012;03;29;08;34.608;70.529;241.350
6;1;104;2012;03;29;09;35.120;70.510;198.889
6;1;104;2012;03;29;10;35.228;70.335;221.756
6;1;104;2012;03;29;11;35.297;70.190;233.944
6;1;104;2012;03;29;12;35.290;69.937;197.493
6;1;104;2012;03;29;13;35.688;69.785;198.293
6;1;104;2012;03;29;14;36.207;69.680;191.237
6;1;104;2012;03;29;15;36.354;69.345;161.470
4;1;105;2012;10;24;13;23.564;72.673;152.283
4;1;105;2012;10;24;14;23.457;72.856;112.898
4;1;105;2012;10;24;15;23.766;72.496;111.786
4;1;105;2012;10;24;16;23.918;72.950;168.753
4;1;105;2012;10;24;17;25.397;72.998;178.558
6;1;106;2012;12;24;07;25.968;77.149;235.628
6;1;106;2012;12;24;08;26.695;76.750;215.902
6;1;106;2012;12;24;09;27.490;76.601;224.334
6;1;106;2012;12;24;10;27.099;76.001;171.975
6;1;106;2012;12;24;11;26.788;76.019;154.540
6;1;106;2012;12;24;12;28.246;76.009;178.171
6;1;106;2012;12;24;13;30.327;75.928;173.873
6;1;106;2012;12;24;14;30.390;75.899;162.994
6;1;106;2012;12;24;15;32.271;75.232;181.025
2;1;107;2013;11;20;08;38.623;70.450;295.639
2;1;107;2013;11;20;09;40.670;70.273;246.559
2;1;107;2013;11;20;10;40.388;70.800;283.281
2;1;107;2013;11;20;11;41.527;70.788;239.568
2;1;107;2013;11;20;12;41.913;70.912;292.676
2;1;107;2013;11;20;13;42.295;70.678;295.769
2;1;107;2013;11;20;14;43.148;70.764;248.561
2;1;107;2013;11;20;15;42.910;70.928;194.259
2;1;107;2013;11;20;16;43.179;71.103;156.107
2;1;107;2013;11;20;17;42.789;71.109;194.691
2;2;108;2013;11;20;14;24.214;71.749;202.475
2;2;108;2013;11;20;15;25.129;71.312;273.277
2;2;108;2013;11;20;16;26.295;71.249;200.495
2;2;108;2013;11;20;17;26.305;71.500;262.271
2;2;109;2013;11;24;00;16.502;71.576;194.747
2;2;109;2013;11;24;01;16.918;71.675;154.900
2;2;109;2013;11;24;02;18.399;71.938;175.692
2;2;109;2013;11;24;03;19.137;71.973;232.297
2;2;109;2013;11;24;04;19.957;71.511;228.727
2;2;109;2013;11;24;05;20.414;71.553;258.765
2;2;109;2013;11;24;06;21.343;71.442;225.008
2;2;109;2013;11;24;07;21.228;71.399;223.156
2;2;109;2013;11;24;08;22.146;71.685;185.208
2;2;109;2013;11;24;09;21.681;71.343;186.314
2;2;109;2013;11;24;10;23.226;71.454;202.087
2;2;109;2013;11;24;11;23.642;71.180;208.098
2;2;109;2013;11;24;12;24.096;70.904;186.944
2;2;109;2013;11;24;13;24.861;70.761;187.356
2;2;109;2013;11;24;14;25.400;70.577;194.897
3;1;110;2013;11;25;11;13.814;74.922;166.322
3;1;110;2013;11;25;12;14.748;74.775;150.845
3;1;110;2013;11;25;13;14.464;74.713;167.648
3;1;110;2013;11;25;14;13.974;74.922;227.524
3;1;110;2013;11;25;15;14.577;75.026;223.487
3;1;110;2013;11;25;16;14.694;74.691;211.298
3;1;110;2013;11;25;17;15.086;74.646;231.516
3;1;110;2013;11;25;18;16.171;74.423;276.680
3;1;110;2013;11;25;19;15.636;74.585;295.794
3;1;110;2013;11;25;20;16.319;74.696;266.537
3;1;110;2013;11;25;21;15.936;74.579;207.110
2;1;111;2013;11;30;03;37.874;71.562;147.311
2;1;111;2013;11;30;04;38.963;71.628;125.521
2;1;111;2013;11;30;05;40.798;71.467;125.527
2;1;111;2013;11;30;06;41.936;71.534;164.385
2;1;111;2013;11;30;07;43.609;71.583;123.500
2;1;111;2013;11;30;08;44.638;71.650;114.738
2;1;111;2013;11;30;09;45.637;71.737;122.295
2;1;111;2013;11;30;10;46.254;71.757;169.685
6;1;112;2014;03;24;07;3.166;71.981;195.638
6;1;112;2014;03;24;08;4.640;72.005;195.912
6;1;112;2014;03;24;09;4.879;72.102;178.790
6;1;112;2014;03;24;10;7.611;71.955;200.416
6;1;112;2014;03;24;11;9.888;71.731;165.248
6;1;112;2014;03;24;12;11.497;71.549;198.540
6;1;112;2014;03;24;13;13.828;71.400;179.425
6;1;112;2014;03;24;14;14.779;71.715;148.138
6;1;112;2014;03;24;15;16.345;71.356;178.011
6;1;112;2014;03;24;16;16.471;71.177;162.330
6;1;112;2014;03;24;17;18.301;71.277;122.150
6;1;112;2014;03;24;18;19.241;71.238;150.061
6;1;112;2014;03;24;19;20.483;71.464;156.463
3;1;113;2014;04;14;11;11.925;72.136;174.009
3;1;113;2014;04;14;12;12.995;72.432;180.403
3;1;113;2014;04;14;13;14.739;72.270;162.259
3;1;113;2014;04;14;14;15.283;72.443;186.197
3;1;113;2014;04;14;15;14.794;72.106;176.623
3;1;113;2014;04;14;16;16.045;72.027;176.594
3;1;113;2014;04;14;17;16.979;72.137;160.874
3;1;113;2014;04;14;18;17.276;72.395;192.914
3;1;113;2014;04;14;19;17.852;72.009;152.681
3;1;113;2014;04;14;20;18.038;71.932;183.574
3;1;113;2014;04;14;21;18.438;72.026;180.425
3;1;113;2014;04;14;22;19.187;72.081;189.854
3;1;113;2014;04;14;23;19.925;72.025;187.177
3;1;113;2014;04;15;00;20.320;71.966;196.528
3;1;113;2014;04;15;01;20.493;71.526;211.254
3;1;113;2014;04;15;02;20.697;71.446;224.434
3;1;113;2014;04;15;03;21.225;71.475;213.483
3;1;113;2014;04;15;04;20.691;71.390;204.742
3;1;113;2014;04;15;05;20.798;71.105;227.989
3;1;113;2014;04;15;06;21.708;70.972;266.297
3;1;113;2014;04;15;07;21.235;71.129;238.598
3;1;113;2014;04;15;08;21.847;70.885;242.991
3;1;113;2014;04;15;09;22.267;70.566;215.947
3;1;113;2014;04;15;10;22.783;70.886;230.316
3;1;113;2014;04;15;11;23.505;70.738;180.534
3;1;113;2014;04;15;12;22.962;70.621;176.596
3;1;114;2014;12;20;10;13.226;69.533;117.562
3;1;114;2014;12;20;11;12.986;69.091;146.752
3;1;114;2014;12;20;12;12.763;68.394;191.215
3;1;114;2014;12;20;13;13.610;67.974;149.717
3;1;114;2014;12;20;14;13.696;67.874;150.723
3;1;114;2014;12;20;15;13.926;67.700;161.403
3;1;114;2014;12;20;16;13.781;67.048;134.733
3;4;115;2014;12;24;16;14.150;72.322;171.726
3;4;115;2014;12;24;17;15.361;72.490;202.069
3;4;115;2014;12;24;18;14.034;72.587;180.490
4;4;116;2014;12;24;17;8.075;71.389;183.900
4;4;116;2014;12;24;18;9.787;71.232;144.454
4;4;116;2014;12;24;19;10.259;71.219;145.468
4;4;116;2014;12;24;20;11.278;71.037;164.018
4;4;116;2014;12;24;21;12.310;70.958;158.469
4;4;116;2014;12;24;22;12.744;70.803;192.755
4;4;116;2014;12;24;23;13.071;70.789;156.358
6;4;117;2015;01;29;06;62.798;74.298;116.444
6;4;117;2015;01;29;07;62.198;73.680;130.186
6;4;117;2015;01;29;08;61.087;74.144;179.132
6;4;117;2015;01;29;09;60.779;73.983;164.298
6;4;117;2015;01;29;10;61.216;73.487;145.326
1;1;118;2015;02;10;06;14.168;69.964;291.075
1;1;118;2015;02;10;07;16.346;69.752;241.880
1;1;118;2015;02;10;08;16.972;70.166;292.835
1;1;118;2015;02;10;09;17.608;70.208;238.370
2;3;119;2015;02;11;01;2.406;72.283;199.537
2;3;119;2015;02;11;02;3.014;72.087;160.472
2;3;119;2015;02;11;03;5.228;72.440;190.689
2;3;119;2015;02;11;04;7.473;72.400;193.980
2;3;119;2015;02;11;05;8.853;72.715;225.404
2;3;119;2015;02;11;06;9.298;72.701;225.149
1;1;120;2015;02;12;11;-1.687;67.644;194.877
1;1;120;2015;02;12;12;-0.121;67.733;155.592
1;1;120;2015;02;12;13;1.938;68.035;180.271
1;1;120;2015;02;12;14;3.826;68.108;200.028
1;1;120;2015;02;12;15;5.732;68.246;186.292
1;1;120;2015;02;12;16;7.859;68.431;209.498
1;1;120;2015;02;12;17;10.185;68.735;243.432
6;1;121;2015;02;14;07;32.915;71.175;205.447
6;1;121;2015;02;14;08;34.889;71.021;228.968
1;1;122;2015;03;19;08;11.595;71.229;242.408
1;1;122;2015;03;19;09;11.432;70.677;343.425
1;1;122;2015;03;19;10;14.392;70.691;222.475
1;1;122;2015;03;19;11;14.870;70.924;239.768
1;1;122;2015;03;19;12;16.993;70.587;264.234
1;1;122;2015;03;19;13;18.279;70.414;254.100
1;1;122;2015;03;19;14;17.258;70.784;207.589
1;1;123;2015;03;23;05;-1.761;69.941;172.783
1;1;123;2015;03;23;06;-2.015;69.649;178.737
1;1;124;2015;03;23;04;-2.087;70.569;224.466
1;1;124;2015;03;23;05;-2.453;70.892;232.858
1;1;124;2015;03;23;06;-2.856;70.526;372.578
1;1;124;2015;03;23;07;-3.876;70.616;332.451
1;1;124;2015;03;23;08;-2.465;70.546;337.911
1;1;124;2015;03;23;09;-1.923;70.208;352.492
3;3;125;2015;10;26;15;15.386;70.284;287.161
3;3;125;2015;10;26;16;16.079;69.966;279.816
3;3;125;2015;10;26;17;17.221;69.769;320.116
3;3;125;2015;10;26;18;18.072;69.516;274.553
3;3;125;2015;10;26;19;17.343;69.218;340.724
3;3;125;2015;10;26;20;18.469;69.016;177.794
3;4;126;2015;11;19;03;10.096;70.133;234.365
3;4;126;2015;11;19;04;10.181;70.247;249.187
3;4;126;2015;11;19;05;10.530;69.621;288.490
3;4;126;2015;11;19;06;10.639;69.659;287.060
3;4;126;2015;11;19;07;10.535;69.870;261.850
3;4;126;2015;11;19;08;12.063;69.950;267.500
3;4;126;2015;11;19;09;11.575;70.101;240.628
3;4;126;2015;11;19;10;11.260;70.105;218.009
3;4;127;2015;11;19;03;3.217;68.081;176.366
3;4;127;2015;11;19;04;1.302;67.629;305.199
3;4;127;2015;11;19;05;0.257;67.345;256.355
3;4;127;2015;11;19;06;1.396;67.164;259.536
3;4;127;2015;11;19;07;1.992;67.277;225.063
3;4;127;2015;11;19;08;3.744;67.032;289.097
3;4;127;2015;11;19;09;4.828;66.962;350.590
3;4;127;2015;11;19;10;6.557;66.979;205.375
1;3;128;2015;12;13;18;9.833;70.987;347.255
1;3;128;2015;12;13;19;10.401;70.638;344.614
1;3;128;2015;12;13;20;12.413;70.397;334.531
1;3;128;2015;12;13;21;12.808;70.397;305.743
6;3;129;2015;12;13;20;31.328;72.069;173.641
6;3;129;2015;12;13;21;33.134;72.194;148.644
6;3;129;2015;12;13;22;34.256;72.245;176.697
6;3;129;2015;12;13;23;34.728;72.423;209.726
6;1;130;2015;12;15;10;45.699;73.099;151.613
6;1;130;2015;12;15;11;45.783;73.061;195.967
6;1;130;2015;12;15;12;46.699;73.074;237.379
6;1;130;2015;12;15;13;48.368;73.230;185.192
3;2;131;2016;03;17;01;35.546;70.166;369.919
3;2;131;2016;03;17;02;37.955;69.424;364.736
3;2;131;2016;03;17;03;39.003;69.098;307.274
3;2;131;2016;03;17;04;39.218;69.012;335.133
3;2;131;2016;03;17;05;39.764;68.779;272.235
3;2;131;2016;03;17;06;40.606;68.278;291.972
3;1;132;2016;04;11;05;46.778;72.087;211.111
3;1;132;2016;04;11;06;46.633;71.680;228.828
3;1;132;2016;04;11;07;47.628;71.485;177.198
3;1;132;2016;04;11;08;48.612;70.866;200.205
3;1;132;2016;04;11;09;49.643;70.866;170.473
3;1;132;2016;04;11;10;50.384;70.856;209.054
3;1;132;2016;04;11;11;50.920;70.537;197.102
3;1;132;2016;04;11;12;52.224;70.261;229.073
3;1;132;2016;04;11;13;53.105;70.242;197.049
3;1;132;2016;04;11;14;54.598;70.009;166.719
3;3;133;2016;04;22;14;0.560;69.352;271.255
3;3;133;2016;04;22;15;1.058;69.057;300.506
3;3;133;2016;04;22;16;0.398;68.579;240.418
3;3;133;2016;04;22;17;1.042;68.143;239.895
3;3;133;2016;04;22;18;2.125;67.961;267.232
3;3;133;2016;04;22;19;3.566;67.909;267.522
3;3;133;2016;04;22;20;4.410;67.901;264.796
3;3;133;2016;04;22;21;4.187;67.914;202.542
3;3;133;2016;04;22;22;4.190;67.970;180.027
6;3;134;2016;04;24;10;0.370;67.875;201.453
6;3;134;2016;04;24;11;0.670;67.877;159.768
6;3;134;2016;04;24;12;0.959;67.845;123.348
6;3;134;2016;04;24;13;-0.144;67.834;215.789
6;3;134;2016;04;24;14;-0.125;67.507;217.871
6;3;134;2016;04;24;15;-1.281;67.210;158.150
6;3;134;2016;04;24;16;-1.056;67.023;191.028
6;4;135;2016;11;27;04;34.336;74.925;152.949
6;4;135;2016;11;27;05;34.436;74.662;154.075
6;4;135;2016;11;27;06;35.221;74.061;175.031
6;4;135;2016;11;27;07;34.773;74.105;139.383
6;4;135;2016;11;27;08;34.564;74.241;177.247
6;4;135;2016;11;27;09;35.481;73.890;159.718
6;4;135;2016;11;27;10;33.918;74.155;188.642
6;4;135;2016;11;27;11;33.660;73.727;192.600
6;4;135;2016;11;27;12;33.598;73.323;186.052
6;4;135;2016;11;27;13;34.470;72.995;282.781
6;4;135;2016;11;27;14;35.813;72.755;245.427
6;4;135;2016;11;27;15;38.007;71.900;202.458
6;4;135;2016;11;27;16;37.605;71.667;239.672
6;4;135;2016;11;27;17;37.574;71.593;211.300
6;4;135;2016;11;27;18;36.795;71.530;205.449
6;4;135;2016;11;27;19;37.945;71.528;240.722
6;4;135;2016;11;27;20;38.300;71.634;171.717
6;4;135;2016;11;27;21;39.143;71.636;229.106
3;1;136;2017;01;13;11;7.451;72.055;240.991
3;1;136;2017;01;13;12;7.415;72.254;279.928
3;1;136;2017;01;13;13;6.896;72.544;214.352
3;1;136;2017;01;13;14;6.083;72.746;163.492
3;1;136;2017;01;13;15;5.697;72.517;157.014
3;1;136;2017;01;13;16;5.936;72.603;148.840
3;1;136;2017;01;13;17;5.394;72.468;143.267
3;1;136;2017;01;13;18;6.452;72.116;163.368
3;1;136;2017;01;13;19;6.104;72.295;177.831
3;1;136;2017;01;13;20;6.634;71.869;180.102
3;1;136;2017;01;13;21;6.764;71.712;190.702
3;1;136;2017;01;13;22;6.703;71.707;197.671
3;1;136;2017;01;13;23;6.399;71.897;183.712
3;1;136;2017;01;14;00;5.879;71.732;203.407
3;1;136;2017;01;14;01;5.331;71.665;188.738
3;1;136;2017;01;14;02;5.375;71.316;151.396
3;1;136;2017;01;14;03;5.665;71.570;170.234
3;1;136;2017;01;14;04;5.128;71.587;173.058
3;1;136;2017;01;14;05;6.509;70.822;242.783
6;1;137;2017;02;17;03;-5.094;70.688;193.811
6;1;137;2017;02;17;04;-4.686;70.395;204.408
6;1;137;2017;02;17;05;-2.378;70.359;186.921
6;1;137;2017;02;17;06;-1.758;69.945;231.965
6;1;137;2017;02;17;07;-0.153;69.682;279.976
6;1;138;2017;02;17;03;-6.620;73.575;138.132
6;1;138;2017;02;17;04;-6.504;73.048;153.234
6;1;138;2017;02;17;05;-7.049;72.940;178.536
6;1;138;2017;02;17;06;-5.771;72.739;196.937
6;1;138;2017;02;17;07;-5.092;72.470;181.736
6;1;138;2017;02;17;08;-4.215;72.197;227.338
6;1;139;2017;02;17;12;8.489;70.122;175.804
6;1;139;2017;02;17;13;11.060;70.245;163.000
6;1;139;2017;02;17;14;12.205;69.933;227.482
6;1;139;2017;02;17;15;12.729;70.643;224.299
6;2;140;2017;02;18;05;41.485;71.939;270.234
6;2;140;2017;02;18;06;42.046;71.741;217.854
6;2;140;2017;02;18;07;39.015;70.942;255.095
6;2;140;2017;02;18;08;39.369;70.808;225.037
6;2;140;2017;02;18;09;39.427;70.291;195.459
6;2;140;2017;02;18;10;39.736;71.088;271.494
6;2;140;2017;02;18;11;39.140;70.236;262.787
6;2;140;2017;02;18;12;40.006;70.339;165.552
6;1;141;2017;02;21;06;37.775;76.222;189.460
6;1;141;2017;02;21;07;39.668;76.003;190.420
6;1;141;2017;02;21;08;40.451;75.922;225.492
3;1;142;2017;02;24;03;20.683;74.890;154.213
3;1;142;2017;02;24;04;19.295;74.998;182.967
3;1;142;2017;02;24;05;18.997;74.913;128.740
3;1;142;2017;02;24;06;19.095;74.955;180.743
3;1;142;2017;02;24;07;19.162;74.638;196.631
3;1;142;2017;02;24;08;17.406;74.604;161.715
3;1;142;2017;02;24;09;18.010;74.558;195.993
3;1;142;2017;02;24;10;18.918;74.147;181.590
3;1;142;2017;02;24;11;18.254;73.649;166.631
3;1;142;2017;02;24;12;17.744;73.356;152.781
3;1;142;2017;02;24;13;17.684;73.267;167.023
3;1;142;2017;02;24;14;17.977;73.124;149.695
3;1;142;2017;02;24;15;17.340;72.816;126.577
3;1;142;2017;02;24;16;17.211;72.585;103.648
3;1;142;2017;02;24;17;16.818;72.164;100.039
3;1;142;2017;02;24;18;16.516;72.042;115.619
3;1;142;2017;02;24;19;16.225;71.607;112.740
6;1;143;2017;03;30;16;38.278;72.259;280.157
6;1;143;2017;03;30;17;36.889;71.481;260.124
6;1;143;2017;03;30;18;37.293;71.140;255.314
6;1;143;2017;03;30;19;38.951;71.075;269.675
6;1;143;2017;03;30;20;38.920;70.865;269.679
6;1;143;2017;03;30;21;39.863;70.448;276.906
6;1;143;2017;03;30;22;40.695;70.220;313.212
6;1;143;2017;03;30;23;41.900;70.132;283.336
1;3;144;2017;11;19;03;25.466;73.272;125.712
1;3;144;2017;11;19;04;24.808;73.218;149.691
1;3;144;2017;11;19;05;23.185;73.187;150.587
1;3;144;2017;11;19;06;22.684;73.434;152.353
1;3;144;2017;11;19;07;22.330;73.411;152.760
1;3;144;2017;11;19;08;21.131;73.352;124.295
1;3;144;2017;11;19;09;21.249;72.983;204.838
1;3;144;2017;11;19;10;21.800;73.475;152.838
6;1;145;2017;11;27;18;11.180;73.267;212.520
6;1;145;2017;11;27;19;11.169;72.882;163.330
6;1;145;2017;11;27;20;11.385;72.870;138.672
6;1;145;2017;11;27;21;12.506;72.053;193.978
6;1;145;2017;11;27;22;11.477;71.934;184.396
6;1;145;2017;11;27;23;11.234;71.319;196.851
6;1;145;2017;11;28;00;11.306;71.082;176.611
6;1;145;2017;11;28;01;8.789;72.010;210.708
6;1;145;2017;11;28;02;8.906;71.631;189.281
3;3;146;2017;12;03;12;-0.454;69.643;115.641
3;3;146;2017;12;03;13;1.330;69.608;134.841
3;3;146;2017;12;03;14;1.408;69.606;125.976
3;3;146;2017;12;03;15;2.696;69.388;125.590
3;3;146;2017;12;03;16;2.977;69.003;129.607
3;3;146;2017;12;03;17;3.825;68.721;157.255
3;3;146;2017;12;03;18;4.039;68.451;116.077
2;1;147;2004;03;01;14;5.255;67.606;116.156
2;1;147;2004;03;01;15;6.935;67.043;120.730
2;1;147;2004;03;01;16;8.241;66.473;132.057
2;1;147;2004;03;01;17;8.989;66.084;185.134
2;1;147;2004;03;01;18;9.911;65.473;199.430
2;1;147;2004;03;01;19;10.688;65.133;143.308
1;1;148;2004;02;21;12;7.192;64.984;204.677
1;1;148;2004;02;21;13;8.683;65.959;171.066
1;1;148;2004;02;21;14;8.794;64.774;154.212
1;1;148;2004;02;21;15;9.742;65.073;110.903
1;1;148;2004;02;21;16;10.825;65.172;113.169
1;2;149;2004;01;30;00;-3.081;63.299;188.745
1;2;149;2004;01;30;01;-2.681;62.984;192.801
1;2;149;2004;01;30;02;-2.580;62.745;201.133
1;2;149;2004;01;30;03;-1.889;62.797;189.018
1;2;149;2004;01;30;04;-1.690;62.801;186.758
1;2;149;2004;01;30;05;-1.630;62.668;210.041
1;2;149;2004;01;30;06;-1.508;62.765;198.930
1;2;149;2004;01;30;07;-1.835;62.662;215.802
1;2;149;2004;01;30;08;-1.976;62.607;291.227
1;2;149;2004;01;30;09;-1.584;62.350;353.454
1;2;149;2004;01;30;10;-1.575;62.390;369.277
1;2;149;2004;01;30;11;-1.503;62.301;455.391
1;2;149;2004;01;30;12;-1.039;62.266;430.663
1;2;149;2004;01;30;13;-1.844;61.555;314.874
1;2;149;2004;01;30;14;-0.513;61.824;246.843
1;2;149;2004;01;30;15;-0.603;61.262;316.614
1;2;149;2004;01;30;16;0.757;61.225;247.142
1;2;149;2004;01;30;17;1.113;61.148;213.487
1;2;149;2004;01;30;18;0.684;61.532;184.419
2;3;150;2004;01;27;12;9.023;69.326;185.066
2;3;150;2004;01;27;13;8.856;69.295;144.506
2;3;150;2004;01;27;14;8.601;69.296;107.757
2;3;150;2004;01;27;15;8.409;68.962;103.275
2;3;150;2004;01;27;16;8.558;68.532;117.571
2;3;150;2004;01;27;17;8.175;68.398;125.198
2;3;150;2004;01;27;18;7.355;68.497;124.440
2;3;150;2004;01;27;19;7.043;68.336;106.744
2;3;150;2004;01;27;20;6.833;68.214;132.808
2;3;150;2004;01;27;21;5.982;68.110;135.085
2;3;150;2004;01;27;22;6.632;67.764;123.172
2;3;150;2004;01;27;23;5.676;67.284;131.792
2;3;151;2004;01;27;12;9.178;69.387;135.649
2;3;151;2004;01;27;13;8.789;69.364;93.986
2;3;151;2004;01;27;14;8.443;69.188;96.562
2;3;151;2004;01;27;15;8.083;68.826;96.012
2;3;151;2004;01;27;16;8.030;68.580;91.675
2;3;151;2004;01;27;17;7.921;68.470;108.073
2;3;151;2004;01;27;18;8.215;68.226;109.343
2;3;151;2004;01;27;19;7.238;68.332;111.656
2;3;151;2004;01;27;20;6.543;68.272;100.764
2;3;151;2004;01;27;21;6.153;68.013;98.200
2;3;151;2004;01;27;22;6.631;67.670;88.642
2;3;151;2004;01;27;23;6.222;67.319;107.746
2;3;151;2004;01;28;00;4.662;66.865;76.733
2;3;151;2004;01;28;01;4.110;66.365;83.809
2;3;151;2004;01;28;02;4.773;66.435;113.707
2;3;151;2004;01;28;03;5.016;66.204;122.059
2;3;151;2004;01;28;04;4.730;66.009;88.805
1;1;152;2008;02;29;08;34.885;75.411;226.190
1;1;152;2008;02;29;09;34.929;75.475;236.644
1;1;152;2008;02;29;10;34.579;75.858;176.686
1;1;152;2008;02;29;11;35.579;75.739;284.660
1;1;152;2008;02;29;12;36.880;75.681;249.535
1;1;152;2008;02;29;13;37.469;76.559;123.806
1;1;152;2008;02;29;14;37.659;76.425;197.959
1;1;152;2008;02;29;15;35.727;77.293;159.271
1;1;152;2008;02;29;16;35.816;76.854;265.833
1;1;153;2004;02;21;14;-2.407;66.904;186.639
1;1;153;2004;02;21;15;-1.809;65.794;138.993
1;1;153;2004;02;21;16;1.430;64.784;138.172
1;1;153;2004;02;21;17;2.809;64.935;117.993
1;3;154;2007;04;06;00;16.648;70.845;179.557
1;3;154;2007;04;06;01;17.751;70.525;158.085
1;2;155;2010;02;02;14;2.896;60.389;374.168
1;2;155;2010;02;02;15;3.172;60.089;401.834
1;2;155;2010;02;02;16;2.737;60.977;381.607
1;2;155;2010;02;02;17;1.984;60.307;475.076
1;2;155;2010;02;02;18;2.561;60.558;505.842
1;2;155;2010;02;02;19;3.090;60.661;503.105
1;2;155;2010;02;02;20;2.642;60.789;360.033
1;2;155;2010;02;02;21;2.181;60.260;346.883
1;2;155;2010;02;02;22;1.894;59.690;322.685
1;2;155;2010;02;02;23;2.361;59.765;346.237
